onboarding_id,year,department,training,days_to_complete,due_days,status
ONB017640,2022,Education,FERPA,23,14,Escalated
ONB017641,2022,Humanities,FERPA,40,14,Late
ONB017642,2023,Education,Title IX,19,21,Completed
ONB017643,2021,Humanities,FERPA,25,14,Late
ONB017644,2022,STEM,Title IX,6,21,Completed
ONB017645,2023,Humanities,Accessibility,34,14,Escalated
ONB017646,2025,Nursing,FERPA,11,14,Completed
ONB017647,2025,Education,Title IX,30,14,Late
ONB017648,2023,Education,Accessibility,9,21,Completed
ONB017649,2023,Education,Cybersecurity,4,14,Completed
ONB017650,2022,Education,Ethics,8,30,Completed
ONB017651,2021,Humanities,FERPA,31,21,Late
ONB017652,2023,Humanities,Ethics,31,14,Escalated
ONB017653,2021,Nursing,FERPA,23,21,Escalated
ONB017654,2025,STEM,Cybersecurity,26,14,Escalated
ONB017655,2022,Nursing,FERPA,28,14,Late
ONB017656,2021,Humanities,FERPA,14,14,Completed
ONB017657,2024,STEM,FERPA,31,21,Escalated
ONB017658,2023,Business,Accessibility,34,21,Late
ONB017659,2021,STEM,Accessibility,20,21,Completed
ONB017660,2021,Nursing,Title IX,30,21,Escalated
ONB017661,2022,Education,Cybersecurity,9,30,Completed
ONB017662,2021,Education,Accessibility,19,14,Late
ONB017663,2021,Humanities,Ethics,13,14,Completed
ONB017664,2023,Humanities,Ethics,6,30,Completed
ONB017665,2024,Business,Cybersecurity,14,21,Completed
ONB017666,2025,Education,Accessibility,5,30,Completed
ONB017667,2023,Nursing,FERPA,7,30,Completed
ONB017668,2023,Business,FERPA,27,14,Escalated
ONB017669,2023,STEM,Ethics,35,30,Late
ONB017670,2022,STEM,Accessibility,9,14,Completed
ONB017671,2022,Business,Title IX,32,21,Late
ONB017672,2022,Education,Title IX,8,30,Completed
ONB017673,2025,Nursing,Accessibility,29,30,Completed
ONB017674,2024,Education,Ethics,9,30,Completed
ONB017675,2024,Education,Ethics,15,30,Completed
ONB017676,2021,Business,Accessibility,36,14,Late
ONB017677,2024,Business,Accessibility,12,21,Completed
ONB017678,2023,Business,FERPA,32,14,Late
ONB017679,2022,Nursing,Cybersecurity,6,14,Completed
ONB017680,2021,Business,Ethics,34,21,Late
ONB017681,2024,Education,Ethics,26,14,Late
ONB017682,2025,Nursing,Accessibility,12,30,Completed
ONB017683,2023,STEM,FERPA,19,30,Completed
ONB017684,2023,Education,Cybersecurity,7,21,Completed
ONB017685,2024,Business,Ethics,37,21,Late
ONB017686,2021,Business,FERPA,7,14,Completed
ONB017687,2025,Humanities,Accessibility,27,30,Completed
ONB017688,2022,Nursing,Cybersecurity,12,14,Completed
ONB017689,2025,Education,Ethics,5,14,Completed
ONB017690,2023,Education,Accessibility,25,21,Escalated
ONB017691,2021,Humanities,FERPA,32,30,Escalated
ONB017692,2025,Business,Accessibility,35,14,Escalated
ONB017693,2022,Nursing,Cybersecurity,38,14,Late
ONB017694,2023,Humanities,Accessibility,35,21,Escalated
ONB017695,2024,Humanities,Accessibility,9,14,Completed
ONB017696,2022,Business,Ethics,16,14,Late
ONB017697,2023,Humanities,Title IX,11,30,Completed
ONB017698,2021,Humanities,Accessibility,18,30,Completed
ONB017699,2023,Nursing,FERPA,14,21,Completed
ONB017700,2025,Nursing,Title IX,9,21,Completed
ONB017701,2022,Nursing,FERPA,22,30,Completed
ONB017702,2022,Nursing,Title IX,16,21,Completed
ONB017703,2024,STEM,Title IX,24,21,Escalated
ONB017704,2023,STEM,Ethics,10,14,Completed
ONB017705,2024,Humanities,Title IX,28,14,Late
ONB017706,2022,Education,Cybersecurity,13,14,Completed
ONB017707,2023,Nursing,Ethics,10,30,Completed
ONB017708,2022,Nursing,Accessibility,24,14,Escalated
ONB017709,2025,Business,FERPA,16,14,Escalated
ONB017710,2021,Business,Ethics,5,30,Completed
ONB017711,2024,Nursing,Title IX,16,30,Completed
ONB017712,2024,Education,Title IX,8,21,Completed
ONB017713,2024,Nursing,Accessibility,25,30,Completed
ONB017714,2023,Nursing,Cybersecurity,21,14,Late
ONB017715,2024,STEM,FERPA,35,30,Escalated
ONB017716,2021,STEM,Title IX,11,30,Completed
ONB017717,2024,Nursing,Title IX,35,14,Escalated
ONB017718,2022,Business,Cybersecurity,36,30,Escalated
ONB017719,2025,STEM,Cybersecurity,15,14,Escalated
ONB017720,2022,STEM,Ethics,20,30,Completed
ONB017721,2025,Nursing,Ethics,35,14,Late
ONB017722,2021,STEM,Cybersecurity,6,21,Completed
ONB017723,2022,Education,FERPA,12,14,Completed
ONB017724,2025,Humanities,Ethics,36,21,Late
ONB017725,2021,Business,FERPA,20,21,Completed
ONB017726,2021,Education,Ethics,29,14,Escalated
ONB017727,2021,STEM,Cybersecurity,18,30,Completed
ONB017728,2024,Business,Ethics,13,21,Completed
ONB017729,2021,Nursing,Ethics,40,21,Late
ONB017730,2021,Nursing,FERPA,24,30,Completed
ONB017731,2021,STEM,FERPA,34,14,Late
ONB017732,2023,Humanities,Accessibility,5,30,Completed
ONB017733,2024,STEM,FERPA,10,30,Completed
ONB017734,2024,Education,Title IX,31,21,Late
ONB017735,2024,Business,FERPA,24,30,Completed
ONB017736,2023,Business,Accessibility,36,14,Escalated
ONB017737,2022,STEM,Title IX,35,21,Escalated
ONB017738,2025,Education,Ethics,12,21,Completed
ONB017739,2022,Nursing,Cybersecurity,30,30,Completed
ONB017740,2024,Humanities,Accessibility,13,21,Completed
ONB017741,2024,Nursing,FERPA,22,21,Escalated
ONB017742,2025,STEM,Accessibility,28,21,Escalated
ONB017743,2024,Humanities,Title IX,5,21,Completed
ONB017744,2024,Nursing,Accessibility,22,14,Late
ONB017745,2021,Education,Title IX,11,21,Completed
ONB017746,2021,Business,Cybersecurity,13,30,Completed
ONB017747,2021,Nursing,Ethics,24,30,Completed
ONB017748,2022,Business,FERPA,22,30,Completed
ONB017749,2023,Business,Ethics,12,30,Completed
ONB017750,2022,STEM,Ethics,11,14,Completed
ONB017751,2021,Business,Ethics,6,30,Completed
ONB017752,2021,Nursing,Ethics,23,14,Late
ONB017753,2024,Nursing,Cybersecurity,11,30,Completed
ONB017754,2024,Business,Ethics,27,21,Late
ONB017755,2022,Nursing,FERPA,26,14,Escalated
ONB017756,2023,Education,Ethics,38,30,Escalated
ONB017757,2025,Nursing,Cybersecurity,27,30,Completed
ONB017758,2022,Humanities,Title IX,26,30,Completed
ONB017759,2025,STEM,Cybersecurity,11,21,Completed
ONB017760,2021,Education,Ethics,15,14,Escalated
ONB017761,2022,Education,Title IX,40,14,Late
ONB017762,2023,Nursing,Title IX,15,30,Completed
ONB017763,2023,Business,FERPA,37,14,Escalated
ONB017764,2021,STEM,Accessibility,7,30,Completed
ONB017765,2025,Humanities,Cybersecurity,13,14,Completed
ONB017766,2025,Education,Accessibility,36,14,Escalated
ONB017767,2022,Education,FERPA,7,14,Completed
ONB017768,2021,Education,Ethics,17,30,Completed
ONB017769,2025,Nursing,Ethics,8,21,Completed
ONB017770,2023,Nursing,Title IX,36,14,Late
ONB017771,2023,STEM,Title IX,32,21,Late
ONB017772,2021,Humanities,Cybersecurity,26,14,Late
ONB017773,2024,Humanities,Title IX,26,14,Escalated
ONB017774,2025,Humanities,Ethics,29,30,Completed
ONB017775,2023,Business,Title IX,39,14,Late
ONB017776,2022,Education,Cybersecurity,4,21,Completed
ONB017777,2022,Business,FERPA,12,21,Completed
ONB017778,2021,Nursing,Accessibility,5,14,Completed
ONB017779,2025,Nursing,Ethics,8,30,Completed
ONB017780,2024,STEM,Title IX,18,21,Completed
ONB017781,2022,STEM,FERPA,12,30,Completed
ONB017782,2023,Business,Title IX,6,30,Completed
ONB017783,2024,STEM,Cybersecurity,38,21,Late
ONB017784,2021,Education,Ethics,22,21,Late
ONB017785,2021,Nursing,FERPA,31,30,Escalated
ONB017786,2024,Education,Cybersecurity,40,14,Late
ONB017787,2025,Humanities,FERPA,33,21,Late
ONB017788,2022,Humanities,Accessibility,26,14,Escalated
ONB017789,2025,Nursing,FERPA,35,30,Late
ONB017790,2022,STEM,FERPA,20,30,Completed
ONB017791,2022,STEM,Title IX,20,30,Completed
ONB017792,2021,Business,Ethics,37,30,Escalated
ONB017793,2024,Nursing,Cybersecurity,22,21,Escalated
ONB017794,2023,Humanities,FERPA,39,21,Late
ONB017795,2025,Business,Ethics,17,30,Completed
ONB017796,2025,Humanities,Ethics,40,21,Late
ONB017797,2025,Nursing,Cybersecurity,16,14,Late
ONB017798,2023,Nursing,Ethics,17,14,Late
ONB017799,2022,Humanities,Title IX,38,21,Late
ONB017800,2021,Education,Ethics,12,21,Completed
ONB017801,2021,STEM,Ethics,40,14,Late
ONB017802,2022,Business,Accessibility,26,14,Escalated
ONB017803,2023,Humanities,Accessibility,12,14,Completed
ONB017804,2021,Humanities,Accessibility,6,14,Completed
ONB017805,2025,STEM,Ethics,17,30,Completed
ONB017806,2023,STEM,FERPA,40,21,Escalated
ONB017807,2023,Education,Cybersecurity,30,14,Late
ONB017808,2022,Humanities,Accessibility,37,21,Late
ONB017809,2025,STEM,FERPA,17,30,Completed
ONB017810,2021,Education,Title IX,31,21,Late
ONB017811,2022,Business,Cybersecurity,39,21,Late
ONB017812,2024,Nursing,Title IX,5,30,Completed
ONB017813,2021,Nursing,FERPA,33,14,Late
ONB017814,2022,Humanities,Title IX,34,14,Late
ONB017815,2024,Nursing,FERPA,15,30,Completed
ONB017816,2021,Nursing,Accessibility,21,30,Completed
ONB017817,2023,Education,Title IX,28,21,Escalated
ONB017818,2025,Nursing,Accessibility,16,14,Escalated
ONB017819,2023,STEM,FERPA,20,21,Completed
ONB017820,2021,Humanities,FERPA,38,30,Escalated
ONB017821,2025,Nursing,Cybersecurity,7,30,Completed
ONB017822,2022,Humanities,Accessibility,26,14,Late
ONB017823,2023,Education,Ethics,17,21,Completed
ONB017824,2024,Nursing,Accessibility,38,30,Escalated
ONB017825,2022,Education,Title IX,36,14,Late
ONB017826,2023,Business,Ethics,19,21,Completed
ONB017827,2024,STEM,Ethics,24,14,Late
ONB017828,2022,Humanities,Accessibility,31,30,Late
ONB017829,2024,Business,Cybersecurity,15,21,Completed
ONB017830,2023,Nursing,Accessibility,6,14,Completed
ONB017831,2025,Nursing,Ethics,29,30,Completed
ONB017832,2021,Nursing,FERPA,31,21,Escalated
ONB017833,2023,Nursing,FERPA,4,30,Completed
ONB017834,2023,STEM,Accessibility,34,30,Escalated
ONB017835,2021,Humanities,Cybersecurity,40,21,Escalated
ONB017836,2025,Business,Cybersecurity,23,14,Escalated
ONB017837,2025,Business,Ethics,35,30,Late
ONB017838,2021,Humanities,Title IX,17,14,Escalated
ONB017839,2021,Nursing,FERPA,23,21,Late
ONB017840,2023,Business,Title IX,17,14,Escalated
ONB017841,2025,Nursing,Cybersecurity,5,14,Completed
ONB017842,2022,STEM,Ethics,8,14,Completed
ONB017843,2024,Business,Ethics,15,14,Escalated
ONB017844,2025,Humanities,Ethics,6,21,Completed
ONB017845,2025,Education,Accessibility,9,30,Completed
ONB017846,2021,Humanities,Accessibility,28,30,Completed
ONB017847,2021,Nursing,Title IX,40,14,Escalated
ONB017848,2022,Nursing,Ethics,5,21,Completed
ONB017849,2021,Nursing,Cybersecurity,35,30,Late
ONB017850,2023,Business,Ethics,40,30,Late
ONB017851,2022,STEM,Accessibility,25,21,Escalated
ONB017852,2024,Education,Cybersecurity,7,14,Completed
ONB017853,2024,Nursing,Cybersecurity,39,14,Escalated
ONB017854,2021,STEM,Title IX,17,30,Completed
ONB017855,2022,Nursing,Title IX,7,30,Completed
ONB017856,2023,Humanities,Accessibility,26,21,Late
ONB017857,2025,Education,Title IX,7,14,Completed
ONB017858,2024,Nursing,Title IX,18,30,Completed
ONB017859,2025,Education,Ethics,28,21,Late
ONB017860,2023,Nursing,Cybersecurity,14,14,Completed
ONB017861,2024,STEM,Title IX,39,30,Late
ONB017862,2025,Humanities,Cybersecurity,14,14,Completed
ONB017863,2024,Nursing,Title IX,36,30,Late
ONB017864,2025,Business,Accessibility,40,30,Late
ONB017865,2021,Education,Accessibility,3,30,Completed
ONB017866,2022,Education,Cybersecurity,5,21,Completed
ONB017867,2021,Business,Ethics,8,21,Completed
ONB017868,2021,Business,Ethics,18,14,Late
ONB017869,2021,Education,FERPA,14,30,Completed
ONB017870,2023,STEM,Ethics,17,21,Completed
ONB017871,2024,Humanities,Accessibility,36,21,Late
ONB017872,2021,Nursing,FERPA,19,14,Late
ONB017873,2023,Nursing,Accessibility,10,21,Completed
ONB017874,2025,Education,Cybersecurity,23,30,Completed
ONB017875,2022,Nursing,FERPA,9,21,Completed
ONB017876,2021,Nursing,Cybersecurity,19,21,Completed
ONB017877,2024,Humanities,Ethics,4,14,Completed
ONB017878,2021,Humanities,Accessibility,3,14,Completed
ONB017879,2023,Nursing,Title IX,23,30,Completed
ONB017880,2022,Humanities,Title IX,37,14,Escalated
ONB017881,2024,Education,Ethics,18,14,Late
ONB017882,2021,Humanities,Accessibility,31,21,Escalated
ONB017883,2025,Education,Ethics,35,21,Late
ONB017884,2024,STEM,Accessibility,11,21,Completed
ONB017885,2024,Humanities,Title IX,37,21,Escalated
ONB017886,2022,Education,Ethics,26,30,Completed
ONB017887,2024,Humanities,Accessibility,12,14,Completed
ONB017888,2021,Business,Ethics,6,30,Completed
ONB017889,2022,Nursing,Accessibility,19,21,Completed
ONB017890,2023,Education,Ethics,8,14,Completed
ONB017891,2021,STEM,Title IX,27,30,Completed
ONB017892,2022,Education,Title IX,9,30,Completed
ONB017893,2021,Nursing,Title IX,21,21,Completed
ONB017894,2024,Humanities,Cybersecurity,23,30,Completed
ONB017895,2024,STEM,Title IX,15,30,Completed
ONB017896,2024,Business,Cybersecurity,22,14,Late
ONB017897,2022,Business,Accessibility,7,21,Completed
ONB017898,2021,Nursing,Cybersecurity,37,14,Late
ONB017899,2022,Nursing,FERPA,34,21,Late
ONB017900,2023,STEM,Ethics,20,21,Completed
ONB017901,2025,Education,FERPA,12,21,Completed
ONB017902,2025,Education,Ethics,35,14,Late
ONB017903,2025,Nursing,Cybersecurity,29,30,Completed
ONB017904,2022,Nursing,Ethics,15,14,Escalated
ONB017905,2023,Humanities,Ethics,38,30,Escalated
ONB017906,2022,Business,Cybersecurity,25,14,Late
ONB017907,2022,Humanities,Cybersecurity,36,21,Escalated
ONB017908,2022,STEM,Title IX,15,21,Completed
ONB017909,2024,Nursing,Ethics,37,30,Escalated
ONB017910,2024,Business,Accessibility,31,14,Late
ONB017911,2023,STEM,FERPA,19,30,Completed
ONB017912,2023,Business,Title IX,19,14,Escalated
ONB017913,2023,Humanities,Cybersecurity,39,21,Late
ONB017914,2022,Humanities,Cybersecurity,19,21,Completed
ONB017915,2021,Education,Cybersecurity,17,14,Escalated
ONB017916,2023,Education,FERPA,16,21,Completed
ONB017917,2021,Nursing,Title IX,13,21,Completed
ONB017918,2023,Nursing,FERPA,23,21,Late
ONB017919,2024,STEM,Title IX,20,21,Completed
ONB017920,2023,Education,FERPA,22,21,Escalated
ONB017921,2024,Nursing,Accessibility,33,21,Late
ONB017922,2023,Business,Accessibility,25,30,Completed
ONB017923,2022,Nursing,FERPA,31,21,Late
ONB017924,2023,STEM,Title IX,30,30,Completed
ONB017925,2022,Business,Cybersecurity,34,30,Late
ONB017926,2023,Business,Cybersecurity,20,14,Late
ONB017927,2021,Humanities,Cybersecurity,20,14,Late
ONB017928,2023,Humanities,Cybersecurity,7,21,Completed
ONB017929,2023,Humanities,Accessibility,21,30,Completed
ONB017930,2024,Education,Cybersecurity,7,30,Completed
ONB017931,2025,Nursing,Title IX,36,30,Escalated
ONB017932,2022,STEM,Title IX,23,30,Completed
ONB017933,2021,STEM,Cybersecurity,11,21,Completed
ONB017934,2021,STEM,Cybersecurity,6,21,Completed
ONB017935,2022,Education,Title IX,5,30,Completed
ONB017936,2025,Nursing,Accessibility,22,14,Escalated
ONB017937,2023,STEM,FERPA,21,21,Completed
ONB017938,2023,Business,Cybersecurity,37,14,Escalated
ONB017939,2023,STEM,Ethics,32,14,Escalated
ONB017940,2024,STEM,Ethics,8,21,Completed
ONB017941,2023,Education,Title IX,35,21,Late
ONB017942,2021,Nursing,Ethics,16,21,Completed
ONB017943,2024,STEM,Title IX,34,30,Late
ONB017944,2023,Nursing,Title IX,11,30,Completed
ONB017945,2023,Education,Cybersecurity,15,30,Completed
ONB017946,2022,Humanities,Title IX,20,30,Completed
ONB017947,2025,STEM,Accessibility,28,30,Completed
ONB017948,2024,STEM,Accessibility,30,30,Completed
ONB017949,2021,Business,Cybersecurity,37,30,Late
ONB017950,2023,Humanities,Accessibility,21,14,Escalated
ONB017951,2021,Nursing,Accessibility,25,30,Completed
ONB017952,2021,Business,Cybersecurity,7,30,Completed
ONB017953,2023,Nursing,FERPA,20,21,Completed
ONB017954,2022,Business,Title IX,3,30,Completed
ONB017955,2024,Education,Cybersecurity,27,21,Late
ONB017956,2024,Education,Accessibility,34,14,Late
ONB017957,2024,Nursing,Accessibility,17,30,Completed
ONB017958,2024,Nursing,Title IX,8,30,Completed
ONB017959,2023,STEM,Accessibility,14,21,Completed
ONB017960,2024,Business,Ethics,3,14,Completed
ONB017961,2024,STEM,FERPA,20,14,Late
ONB017962,2024,Business,Accessibility,25,30,Completed
ONB017963,2021,STEM,FERPA,12,21,Completed
ONB017964,2023,Nursing,Accessibility,23,14,Late
ONB017965,2023,Nursing,FERPA,31,21,Late
ONB017966,2023,Business,Accessibility,11,21,Completed
ONB017967,2024,Education,Accessibility,35,14,Late
ONB017968,2024,Business,Cybersecurity,3,30,Completed
ONB017969,2025,STEM,Accessibility,12,30,Completed
ONB017970,2023,Humanities,Ethics,16,30,Completed
ONB017971,2023,STEM,Ethics,19,30,Completed
ONB017972,2023,Humanities,Title IX,10,30,Completed
ONB017973,2025,STEM,Title IX,31,21,Late
ONB017974,2023,STEM,Accessibility,38,30,Late
ONB017975,2025,Business,Ethics,40,14,Escalated
ONB017976,2025,Humanities,FERPA,31,14,Escalated
ONB017977,2022,Education,Title IX,40,30,Escalated
ONB017978,2023,Business,Accessibility,3,14,Completed
ONB017979,2021,Nursing,Title IX,40,14,Late
ONB017980,2024,Humanities,Accessibility,8,30,Completed
ONB017981,2025,Nursing,FERPA,9,14,Completed
ONB017982,2023,Education,FERPA,3,21,Completed
ONB017983,2021,Humanities,FERPA,4,21,Completed
ONB017984,2022,Business,Accessibility,23,30,Completed
ONB017985,2023,Education,FERPA,14,21,Completed
ONB017986,2023,Humanities,Title IX,36,21,Late
ONB017987,2021,STEM,Cybersecurity,19,21,Completed
ONB017988,2021,STEM,Cybersecurity,13,14,Completed
ONB017989,2025,Humanities,Ethics,31,21,Escalated
ONB017990,2024,Nursing,Ethics,35,14,Escalated
ONB017991,2025,Education,FERPA,10,30,Completed
ONB017992,2024,Nursing,FERPA,7,14,Completed
ONB017993,2025,Business,Cybersecurity,8,21,Completed
ONB017994,2021,Humanities,Cybersecurity,3,14,Completed
ONB017995,2024,Nursing,FERPA,6,30,Completed
ONB017996,2024,Education,Accessibility,8,14,Completed
ONB017997,2023,Humanities,Cybersecurity,13,30,Completed
ONB017998,2022,Education,Accessibility,34,30,Escalated
ONB017999,2024,STEM,Cybersecurity,16,21,Completed
ONB018000,2021,Education,Cybersecurity,37,14,Late
ONB018001,2021,Business,Title IX,29,14,Escalated
ONB018002,2021,Humanities,FERPA,11,21,Completed
ONB018003,2021,Nursing,Cybersecurity,27,21,Late
ONB018004,2025,Education,FERPA,27,30,Completed
ONB018005,2023,Humanities,Ethics,4,30,Completed
ONB018006,2025,Humanities,Cybersecurity,5,21,Completed
ONB018007,2023,STEM,Cybersecurity,21,21,Completed
ONB018008,2023,Nursing,Accessibility,38,21,Late
ONB018009,2024,Nursing,Accessibility,28,21,Escalated
ONB018010,2024,Education,Title IX,31,21,Late
ONB018011,2024,Business,Ethics,8,14,Completed
ONB018012,2023,Business,FERPA,14,30,Completed
ONB018013,2023,Education,Title IX,15,14,Escalated
ONB018014,2021,Education,Title IX,40,21,Escalated
ONB018015,2025,Humanities,Accessibility,36,21,Late
ONB018016,2023,Business,Accessibility,15,30,Completed
ONB018017,2025,Business,Title IX,38,30,Escalated
ONB018018,2023,Education,Title IX,23,21,Escalated
ONB018019,2023,STEM,Ethics,35,30,Late
ONB018020,2024,Humanities,Ethics,3,30,Completed
ONB018021,2024,STEM,Title IX,23,14,Escalated
ONB018022,2021,Nursing,Accessibility,27,14,Escalated
ONB018023,2025,Nursing,Title IX,15,30,Completed
ONB018024,2025,Nursing,FERPA,21,21,Completed
ONB018025,2024,Humanities,FERPA,25,14,Escalated
ONB018026,2024,STEM,Title IX,25,14,Escalated
ONB018027,2025,Nursing,FERPA,26,30,Completed
ONB018028,2024,Business,Title IX,15,30,Completed
ONB018029,2024,STEM,Cybersecurity,39,30,Late
ONB018030,2021,Humanities,Cybersecurity,16,30,Completed
ONB018031,2022,STEM,FERPA,18,21,Completed
ONB018032,2023,Humanities,Cybersecurity,19,30,Completed
ONB018033,2023,Humanities,Cybersecurity,11,21,Completed
ONB018034,2025,Humanities,Title IX,32,14,Late
